label,text_raw,text_lower,text_contacts_masked,text_numbers,text_stripped,text_whitespace,text_stopwords_removed
ham,don know he is watching film in computer,don know he is watching film in computer,don know he is watching film in computer,don know he is watching film in computer,don know he is watching film in computer,don know he is watching film in computer,don know watching film computer
ham,no b<NUM> thursday,no b<num> thursday,no b<num> thursday,no b<num> thursday,no bnum thursday,no bnum thursday,no bnum thursday
ham,oh then your phone phoned me but it disconnected,oh then your phone phoned me but it disconnected,oh then your phone phoned me but it disconnected,oh then your phone phoned me but it disconnected,oh then your phone phoned me but it disconnected,oh then your phone phoned me but it disconnected,oh then your phone phoned me disconnected
ham,id onluy matters when getting on from offcampus,id onluy matters when getting on from offcampus,id onluy matters when getting on from offcampus,id onluy matters when getting on from offcampus,id onluy matters when getting on from offcampus,id onluy matters when getting on from offcampus,id onluy matters when getting from offcampus
spam,this message is free welcome to the new improved sex dogging club to unsubscribe from this service reply stop msgs <NUM>p <NUM> only,this message is free welcome to the new improved sex dogging club to unsubscribe from this service reply stop msgs <num>p <num> only,this message is free welcome to the new improved sex dogging club to unsubscribe from this service reply stop msgs <num>p <num> only,this message is free welcome to the new improved sex dogging club to unsubscribe from this service reply stop msgs <num>p <num> only,this message is free welcome to the new improved sex dogging club to unsubscribe from this service reply stop msgs nump num only,this message is free welcome to the new improved sex dogging club to unsubscribe from this service reply stop msgs nump num only,this message free welcome new improved sex dogging club unsubscribe from this service reply stop msgs nump num only
ham,excellent i ll see what riley s plans are,excellent i ll see what riley s plans are,excellent i ll see what riley s plans are,excellent i ll see what riley s plans are,excellent i ll see what riley s plans are,excellent i ll see what riley s plans are,excellent ll see what riley s plans
ham,i will see in half an hour,i will see in half an hour,i will see in half an hour,i will see in half an hour,i will see in half an hour,i will see in half an hour,will see half hour
spam,you ve won tkts to the euro<NUM> cup final or <NUM> cash to collect call <PHONE> b<NUM> pobox <NUM>ppm,you ve won tkts to the euro<num> cup final or <num> cash to collect call <phone> b<num> pobox <num>ppm,you ve won tkts to the euro<num> cup final or <num> cash to collect call <phone> b<num> pobox <num>ppm,you ve won tkts to the euro<num> cup final or <num> cash to collect call <phone> b<num> pobox <num>ppm,you ve won tkts to the euronum cup final or num cash to collect call phone bnum pobox numppm,you ve won tkts to the euronum cup final or num cash to collect call phone bnum pobox numppm,ve won tkts euronum cup final num cash collect call phone bnum pobox numppm
ham,ew are you one of them,ew are you one of them,ew are you one of them,ew are you one of them,ew are you one of them,ew are you one of them,ew one them
ham,also hi wesley how ve you been,also hi wesley how ve you been,also hi wesley how ve you been,also hi wesley how ve you been,also hi wesley how ve you been,also hi wesley how ve you been,also hi wesley how ve been
ham,ah you see you have to be in the lingo i will let you know wot on earth it is when has finished making it,ah you see you have to be in the lingo i will let you know wot on earth it is when has finished making it,ah you see you have to be in the lingo i will let you know wot on earth it is when has finished making it,ah you see you have to be in the lingo i will let you know wot on earth it is when has finished making it,ah you see you have to be in the lingo i will let you know wot on earth it is when has finished making it,ah you see you have to be in the lingo i will let you know wot on earth it is when has finished making it,ah see have lingo will let know wot earth when has finished making
spam,loan for any purpose <NUM> <NUM> <NUM> homeowners tenants welcome have you been previously refused we can still help call free <PHONE> or text back help,loan for any purpose <num> <num> <num> homeowners tenants welcome have you been previously refused we can still help call free <phone> or text back help,loan for any purpose <num> <num> <num> homeowners tenants welcome have you been previously refused we can still help call free <phone> or text back help,loan for any purpose <num> <num> <num> homeowners tenants welcome have you been previously refused we can still help call free <phone> or text back help,loan for any purpose num num num homeowners tenants welcome have you been previously refused we can still help call free phone or text back help,loan for any purpose num num num homeowners tenants welcome have you been previously refused we can still help call free phone or text back help,loan any purpose num num num homeowners tenants welcome have been previously refused can still help call free phone text back help
spam,update_now <NUM>mths half price orange line rental <NUM>mins call mobileupd<NUM> on <PHONE> or call<NUM>optout j<NUM>q,update_now <num>mths half price orange line rental <num>mins call mobileupd<num> on <phone> or call<num>optout j<num>q,update_now <num>mths half price orange line rental <num>mins call mobileupd<num> on <phone> or call<num>optout j<num>q,update_now <num>mths half price orange line rental <num>mins call mobileupd<num> on <phone> or call<num>optout j<num>q,updatenow nummths half price orange line rental nummins call mobileupdnum on phone or callnumoptout jnumq,updatenow nummths half price orange line rental nummins call mobileupdnum on phone or callnumoptout jnumq,updatenow nummths half price orange line rental nummins call mobileupdnum phone callnumoptout jnumq
ham,imagine life without me see how fast u are searching me don t worry l m always there to disturb u goodnoon,imagine life without me see how fast u are searching me don t worry l m always there to disturb u goodnoon,imagine life without me see how fast u are searching me don t worry l m always there to disturb u goodnoon,imagine life without me see how fast u are searching me don t worry l m always there to disturb u goodnoon,imagine life without me see how fast u are searching me don t worry l m always there to disturb u goodnoon,imagine life without me see how fast u are searching me don t worry l m always there to disturb u goodnoon,imagine life without me see how fast u searching me don t worry l m always there disturb u goodnoon
ham,hm good morning headache anyone,hm good morning headache anyone,hm good morning headache anyone,hm good morning headache anyone,hm good morning headache anyone,hm good morning headache anyone,hm good morning headache anyone
ham,yeah no probs last night is obviously catching up with you speak soon,yeah no probs last night is obviously catching up with you speak soon,yeah no probs last night is obviously catching up with you speak soon,yeah no probs last night is obviously catching up with you speak soon,yeah no probs last night is obviously catching up with you speak soon,yeah no probs last night is obviously catching up with you speak soon,yeah no probs last night obviously catching up with speak soon
spam,free unlimited hardcore porn direct <NUM> your mobile txt porn to <NUM> get free access for <NUM> hrs then chrgd <NUM>p per day txt stop <NUM>exit this msg is free,free unlimited hardcore porn direct <num> your mobile txt porn to <num> get free access for <num> hrs then chrgd <num>p per day txt stop <num>exit this msg is free,free unlimited hardcore porn direct <num> your mobile txt porn to <num> get free access for <num> hrs then chrgd <num>p per day txt stop <num>exit this msg is free,free unlimited hardcore porn direct <num> your mobile txt porn to <num> get free access for <num> hrs then chrgd <num>p per day txt stop <num>exit this msg is free,free unlimited hardcore porn direct num your mobile txt porn to num get free access for num hrs then chrgd nump per day txt stop numexit this msg is free,free unlimited hardcore porn direct num your mobile txt porn to num get free access for num hrs then chrgd nump per day txt stop numexit this msg is free,free unlimited hardcore porn direct num your mobile txt porn num get free access num hrs then chrgd nump per day txt stop numexit this msg free
ham,i might go <NUM> sch yar at e salon now v boring,i might go <num> sch yar at e salon now v boring,i might go <num> sch yar at e salon now v boring,i might go <num> sch yar at e salon now v boring,i might go num sch yar at e salon now v boring,i might go num sch yar at e salon now v boring,might go num sch yar e salon now v boring
ham,lt gt mins but i had to stop somewhere first,lt gt mins but i had to stop somewhere first,lt gt mins but i had to stop somewhere first,lt gt mins but i had to stop somewhere first,lt gt mins but i had to stop somewhere first,lt gt mins but i had to stop somewhere first,lt gt mins had stop somewhere first
ham,lt gt is fast approaching so wish u a very happy new year happy sankranti happy republic day happy valentines day happy shivratri happy ugadi happy fools day happy may day happy independence day happy friendship mother father teachers childrens day amp happy birthday <NUM> u happy ganesh festival happy dasara happy diwali happy christmas lt gt good mornings afternoons evenings nights rememberi am the first to wishing u all these your s raj,lt gt is fast approaching so wish u a very happy new year happy sankranti happy republic day happy valentines day happy shivratri happy ugadi happy fools day happy may day happy independence day happy friendship mother father teachers childrens day amp happy birthday <num> u happy ganesh festival happy dasara happy diwali happy christmas lt gt good mornings afternoons evenings nights rememberi am the first to wishing u all these your s raj,lt gt is fast approaching so wish u a very happy new year happy sankranti happy republic day happy valentines day happy shivratri happy ugadi happy fools day happy may day happy independence day happy friendship mother father teachers childrens day amp happy birthday <num> u happy ganesh festival happy dasara happy diwali happy christmas lt gt good mornings afternoons evenings nights rememberi am the first to wishing u all these your s raj,lt gt is fast approaching so wish u a very happy new year happy sankranti happy republic day happy valentines day happy shivratri happy ugadi happy fools day happy may day happy independence day happy friendship mother father teachers childrens day amp happy birthday <num> u happy ganesh festival happy dasara happy diwali happy christmas lt gt good mornings afternoons evenings nights rememberi am the first to wishing u all these your s raj,lt gt is fast approaching so wish u a very happy new year happy sankranti happy republic day happy valentines day happy shivratri happy ugadi happy fools day happy may day happy independence day happy friendship mother father teachers childrens day amp happy birthday num u happy ganesh festival happy dasara happy diwali happy christmas lt gt good mornings afternoons evenings nights rememberi am the first to wishing u all these your s raj,lt gt is fast approaching so wish u a very happy new year happy sankranti happy republic day happy valentines day happy shivratri happy ugadi happy fools day happy may day happy independence day happy friendship mother father teachers childrens day amp happy birthday num u happy ganesh festival happy dasara happy diwali happy christmas lt gt good mornings afternoons evenings nights rememberi am the first to wishing u all these your s raj,lt gt fast approaching so wish u very happy new year happy sankranti happy republic day happy valentines day happy shivratri happy ugadi happy fools day happy may day happy independence day happy friendship mother father teachers childrens day amp happy birthday num u happy ganesh festival happy dasara happy diwali happy christmas lt gt good mornings afternoons evenings nights rememberi am first wishing u all these your s raj
ham,one of the joys in lifeis waking up each daywith thoughts that somewheresomeone cares enough tosend a warm morning greeting,one of the joys in lifeis waking up each daywith thoughts that somewheresomeone cares enough tosend a warm morning greeting,one of the joys in lifeis waking up each daywith thoughts that somewheresomeone cares enough tosend a warm morning greeting,one of the joys in lifeis waking up each daywith thoughts that somewheresomeone cares enough tosend a warm morning greeting,one of the joys in lifeis waking up each daywith thoughts that somewheresomeone cares enough tosend a warm morning greeting,one of the joys in lifeis waking up each daywith thoughts that somewheresomeone cares enough tosend a warm morning greeting,one joys lifeis waking up each daywith thoughts that somewheresomeone cares enough tosend warm morning greeting
ham,i didn t get the second half of that message,i didn t get the second half of that message,i didn t get the second half of that message,i didn t get the second half of that message,i didn t get the second half of that message,i didn t get the second half of that message,didn t get second half that message
ham,wat time do u wan <NUM> meet me later,wat time do u wan <num> meet me later,wat time do u wan <num> meet me later,wat time do u wan <num> meet me later,wat time do u wan num meet me later,wat time do u wan num meet me later,wat time do u wan num meet me later
ham,i thank you so much for all you do with selflessness i love you plenty,i thank you so much for all you do with selflessness i love you plenty,i thank you so much for all you do with selflessness i love you plenty,i thank you so much for all you do with selflessness i love you plenty,i thank you so much for all you do with selflessness i love you plenty,i thank you so much for all you do with selflessness i love you plenty,thank so much all do with selflessness love plenty
ham,am in film ill call you later,am in film ill call you later,am in film ill call you later,am in film ill call you later,am in film ill call you later,am in film ill call you later,am film ill call later
ham,how dare you change my ring,how dare you change my ring,how dare you change my ring,how dare you change my ring,how dare you change my ring,how dare you change my ring,how dare change my ring
ham,you are a very very very very bad girl or lady,you are a very very very very bad girl or lady,you are a very very very very bad girl or lady,you are a very very very very bad girl or lady,you are a very very very very bad girl or lady,you are a very very very very bad girl or lady,very very very very bad girl lady
ham,i love ya too but try and budget your money better babe gary would freak on me if he knew,i love ya too but try and budget your money better babe gary would freak on me if he knew,i love ya too but try and budget your money better babe gary would freak on me if he knew,i love ya too but try and budget your money better babe gary would freak on me if he knew,i love ya too but try and budget your money better babe gary would freak on me if he knew,i love ya too but try and budget your money better babe gary would freak on me if he knew,love ya too try budget your money better babe gary would freak me if knew
ham,what part of don t initiate don t you understand,what part of don t initiate don t you understand,what part of don t initiate don t you understand,what part of don t initiate don t you understand,what part of don t initiate don t you understand,what part of don t initiate don t you understand,what part don t initiate don t understand
ham,i finished my lunch already u wake up already,i finished my lunch already u wake up already,i finished my lunch already u wake up already,i finished my lunch already u wake up already,i finished my lunch already u wake up already,i finished my lunch already u wake up already,finished my lunch already u wake up already
ham,you still at the game,you still at the game,you still at the game,you still at the game,you still at the game,you still at the game,still game
ham,you have got tallent but you are wasting,you have got tallent but you are wasting,you have got tallent but you are wasting,you have got tallent but you are wasting,you have got tallent but you are wasting,you have got tallent but you are wasting,have got tallent wasting
ham,what is your record for one night,what is your record for one night,what is your record for one night,what is your record for one night,what is your record for one night,what is your record for one night,what your record one night
ham,also sir i sent you an email about how to log into the usc payment portal i ll send you another message that should explain how things are back home have a great weekend,also sir i sent you an email about how to log into the usc payment portal i ll send you another message that should explain how things are back home have a great weekend,also sir i sent you an email about how to log into the usc payment portal i ll send you another message that should explain how things are back home have a great weekend,also sir i sent you an email about how to log into the usc payment portal i ll send you another message that should explain how things are back home have a great weekend,also sir i sent you an email about how to log into the usc payment portal i ll send you another message that should explain how things are back home have a great weekend,also sir i sent you an email about how to log into the usc payment portal i ll send you another message that should explain how things are back home have a great weekend,also sir sent email about how log into usc payment portal ll send another message that should explain how things back home have great weekend
ham,gonna let me know cos comes bak from holiday that day is coming don t<NUM>get<NUM>text me number,gonna let me know cos comes bak from holiday that day is coming don t<num>get<num>text me number,gonna let me know cos comes bak from holiday that day is coming don t<num>get<num>text me number,gonna let me know cos comes bak from holiday that day is coming don t<num>get<num>text me number,gonna let me know cos comes bak from holiday that day is coming don tnumgetnumtext me number,gonna let me know cos comes bak from holiday that day is coming don tnumgetnumtext me number,gonna let me know cos comes bak from holiday that day coming don tnumgetnumtext me number
ham,jokin only lar depends on which phone my father can get lor,jokin only lar depends on which phone my father can get lor,jokin only lar depends on which phone my father can get lor,jokin only lar depends on which phone my father can get lor,jokin only lar depends on which phone my father can get lor,jokin only lar depends on which phone my father can get lor,jokin only lar depends which phone my father can get lor
ham,aight lemme know what s up,aight lemme know what s up,aight lemme know what s up,aight lemme know what s up,aight lemme know what s up,aight lemme know what s up,aight lemme know what s up
ham,get ready for lt gt inches of pleasure,get ready for lt gt inches of pleasure,get ready for lt gt inches of pleasure,get ready for lt gt inches of pleasure,get ready for lt gt inches of pleasure,get ready for lt gt inches of pleasure,get ready lt gt inches pleasure
ham,raji pls do me a favour pls convey my birthday wishes to nimya pls today is her birthday,raji pls do me a favour pls convey my birthday wishes to nimya pls today is her birthday,raji pls do me a favour pls convey my birthday wishes to nimya pls today is her birthday,raji pls do me a favour pls convey my birthday wishes to nimya pls today is her birthday,raji pls do me a favour pls convey my birthday wishes to nimya pls today is her birthday,raji pls do me a favour pls convey my birthday wishes to nimya pls today is her birthday,raji pls do me favour pls convey my birthday wishes nimya pls today her birthday
ham,ok i feel like john lennon,ok i feel like john lennon,ok i feel like john lennon,ok i feel like john lennon,ok i feel like john lennon,ok i feel like john lennon,ok feel like john lennon
ham,cos darren say ü considering mah so i ask ü,cos darren say ü considering mah so i ask ü,cos darren say ü considering mah so i ask ü,cos darren say ü considering mah so i ask ü,cos darren say ü considering mah so i ask ü,cos darren say ü considering mah so i ask ü,cos darren say ü considering mah so ask ü
ham,you are not bothering me but you have to trust my answers pls,you are not bothering me but you have to trust my answers pls,you are not bothering me but you have to trust my answers pls,you are not bothering me but you have to trust my answers pls,you are not bothering me but you have to trust my answers pls,you are not bothering me but you have to trust my answers pls,not bothering me have trust my answers pls
ham,wishing you and your family merry x mas and happy new year in advance,wishing you and your family merry x mas and happy new year in advance,wishing you and your family merry x mas and happy new year in advance,wishing you and your family merry x mas and happy new year in advance,wishing you and your family merry x mas and happy new year in advance,wishing you and your family merry x mas and happy new year in advance,wishing your family merry x mas happy new year advance
ham,one day a crab was running on the sea shore the waves came n cleared the footprints of the crab crab asked being my frnd y r u clearing my beautiful footprints waves replied a fox was following ur footprints to catch you thats y i cleared it off frndsship never lets u dwn gud nyt,one day a crab was running on the sea shore the waves came n cleared the footprints of the crab crab asked being my frnd y r u clearing my beautiful footprints waves replied a fox was following ur footprints to catch you thats y i cleared it off frndsship never lets u dwn gud nyt,one day a crab was running on the sea shore the waves came n cleared the footprints of the crab crab asked being my frnd y r u clearing my beautiful footprints waves replied a fox was following ur footprints to catch you thats y i cleared it off frndsship never lets u dwn gud nyt,one day a crab was running on the sea shore the waves came n cleared the footprints of the crab crab asked being my frnd y r u clearing my beautiful footprints waves replied a fox was following ur footprints to catch you thats y i cleared it off frndsship never lets u dwn gud nyt,one day a crab was running on the sea shore the waves came n cleared the footprints of the crab crab asked being my frnd y r u clearing my beautiful footprints waves replied a fox was following ur footprints to catch you thats y i cleared it off frndsship never lets u dwn gud nyt,one day a crab was running on the sea shore the waves came n cleared the footprints of the crab crab asked being my frnd y r u clearing my beautiful footprints waves replied a fox was following ur footprints to catch you thats y i cleared it off frndsship never lets u dwn gud nyt,one day crab running sea shore waves came n cleared footprints crab crab asked being my frnd y r u clearing my beautiful footprints waves replied fox following ur footprints catch thats y cleared off frndsship never lets u dwn gud nyt
ham,aight what time you want me to come up,aight what time you want me to come up,aight what time you want me to come up,aight what time you want me to come up,aight what time you want me to come up,aight what time you want me to come up,aight what time want me come up
ham,slaaaaave where are you must i summon you to me all the time now don t you wish to come to me on your own anymore,slaaaaave where are you must i summon you to me all the time now don t you wish to come to me on your own anymore,slaaaaave where are you must i summon you to me all the time now don t you wish to come to me on your own anymore,slaaaaave where are you must i summon you to me all the time now don t you wish to come to me on your own anymore,slaaaaave where are you must i summon you to me all the time now don t you wish to come to me on your own anymore,slaaaaave where are you must i summon you to me all the time now don t you wish to come to me on your own anymore,slaaaaave where must summon me all time now don t wish come me your own anymore
ham,your bill at <NUM> is <NUM> <NUM> so thats not bad,your bill at <num> is <num> <num> so thats not bad,your bill at <num> is <num> <num> so thats not bad,your bill at <num> is <num> <num> so thats not bad,your bill at num is num num so thats not bad,your bill at num is num num so thats not bad,your bill num num num so thats not bad
ham,let me know how it changes in the next <NUM>hrs it can even be appendix but you are out of that age range however its not impossible so just chill and let me know in <NUM>hrs,let me know how it changes in the next <num>hrs it can even be appendix but you are out of that age range however its not impossible so just chill and let me know in <num>hrs,let me know how it changes in the next <num>hrs it can even be appendix but you are out of that age range however its not impossible so just chill and let me know in <num>hrs,let me know how it changes in the next <num>hrs it can even be appendix but you are out of that age range however its not impossible so just chill and let me know in <num>hrs,let me know how it changes in the next numhrs it can even be appendix but you are out of that age range however its not impossible so just chill and let me know in numhrs,let me know how it changes in the next numhrs it can even be appendix but you are out of that age range however its not impossible so just chill and let me know in numhrs,let me know how changes next numhrs can even appendix out that age range however its not impossible so just chill let me know numhrs
ham,hello yeah i ve just got out of the bath and need to do my hair so i ll come up when i m done yeah,hello yeah i ve just got out of the bath and need to do my hair so i ll come up when i m done yeah,hello yeah i ve just got out of the bath and need to do my hair so i ll come up when i m done yeah,hello yeah i ve just got out of the bath and need to do my hair so i ll come up when i m done yeah,hello yeah i ve just got out of the bath and need to do my hair so i ll come up when i m done yeah,hello yeah i ve just got out of the bath and need to do my hair so i ll come up when i m done yeah,hello yeah ve just got out bath need do my hair so ll come up when m done yeah
ham,so how s the weather over there,so how s the weather over there,so how s the weather over there,so how s the weather over there,so how s the weather over there,so how s the weather over there,so how s weather over there
ham,ok not much to do here though h m friday cant wait dunno wot the hell im gonna do for another <NUM> weeks become a slob oh wait already done that,ok not much to do here though h m friday cant wait dunno wot the hell im gonna do for another <num> weeks become a slob oh wait already done that,ok not much to do here though h m friday cant wait dunno wot the hell im gonna do for another <num> weeks become a slob oh wait already done that,ok not much to do here though h m friday cant wait dunno wot the hell im gonna do for another <num> weeks become a slob oh wait already done that,ok not much to do here though h m friday cant wait dunno wot the hell im gonna do for another num weeks become a slob oh wait already done that,ok not much to do here though h m friday cant wait dunno wot the hell im gonna do for another num weeks become a slob oh wait already done that,ok not much do here though h m friday cant wait dunno wot hell im gonna do another num weeks become slob oh wait already done that
ham,die now i have e toot fringe again,die now i have e toot fringe again,die now i have e toot fringe again,die now i have e toot fringe again,die now i have e toot fringe again,die now i have e toot fringe again,die now have e toot fringe again
ham,lol they don t know about my awesome phone i could click delete right now if i want,lol they don t know about my awesome phone i could click delete right now if i want,lol they don t know about my awesome phone i could click delete right now if i want,lol they don t know about my awesome phone i could click delete right now if i want,lol they don t know about my awesome phone i could click delete right now if i want,lol they don t know about my awesome phone i could click delete right now if i want,lol don t know about my awesome phone could click delete right now if want
ham,ok,ok,ok,ok,ok,ok,ok
ham,awesome question with a cute answer someone asked a boy how is ur life he smiled amp answered she is fine gudnite,awesome question with a cute answer someone asked a boy how is ur life he smiled amp answered she is fine gudnite,awesome question with a cute answer someone asked a boy how is ur life he smiled amp answered she is fine gudnite,awesome question with a cute answer someone asked a boy how is ur life he smiled amp answered she is fine gudnite,awesome question with a cute answer someone asked a boy how is ur life he smiled amp answered she is fine gudnite,awesome question with a cute answer someone asked a boy how is ur life he smiled amp answered she is fine gudnite,awesome question with cute answer someone asked boy how ur life smiled amp answered fine gudnite
ham,please leave this topic sorry for telling that,please leave this topic sorry for telling that,please leave this topic sorry for telling that,please leave this topic sorry for telling that,please leave this topic sorry for telling that,please leave this topic sorry for telling that,please leave this topic sorry telling that
ham,pls send me the correct name da,pls send me the correct name da,pls send me the correct name da,pls send me the correct name da,pls send me the correct name da,pls send me the correct name da,pls send me correct name da
ham,what happened to our yo date,what happened to our yo date,what happened to our yo date,what happened to our yo date,what happened to our yo date,what happened to our yo date,what happened our yo date
spam,eastenders tv quiz what flower does dot compare herself to d violet e tulip f lily txt d e or f to <NUM> now <NUM> chance <NUM> win <NUM> cash wkent <NUM>p<NUM>,eastenders tv quiz what flower does dot compare herself to d violet e tulip f lily txt d e or f to <num> now <num> chance <num> win <num> cash wkent <num>p<num>,eastenders tv quiz what flower does dot compare herself to d violet e tulip f lily txt d e or f to <num> now <num> chance <num> win <num> cash wkent <num>p<num>,eastenders tv quiz what flower does dot compare herself to d violet e tulip f lily txt d e or f to <num> now <num> chance <num> win <num> cash wkent <num>p<num>,eastenders tv quiz what flower does dot compare herself to d violet e tulip f lily txt d e or f to num now num chance num win num cash wkent numpnum,eastenders tv quiz what flower does dot compare herself to d violet e tulip f lily txt d e or f to num now num chance num win num cash wkent numpnum,eastenders tv quiz what flower does dot compare herself d violet e tulip f lily txt d e f num now num chance num win num cash wkent numpnum
ham,webpage s not available,webpage s not available,webpage s not available,webpage s not available,webpage s not available,webpage s not available,webpage s not available
ham,just woke up yeesh its late but i didn t fall asleep til lt gt am,just woke up yeesh its late but i didn t fall asleep til lt gt am,just woke up yeesh its late but i didn t fall asleep til lt gt am,just woke up yeesh its late but i didn t fall asleep til lt gt am,just woke up yeesh its late but i didn t fall asleep til lt gt am,just woke up yeesh its late but i didn t fall asleep til lt gt am,just woke up yeesh its late didn t fall asleep til lt gt am
spam,you are now unsubscribed all services get tons of sexy babes or hunks straight to your phone go to <URL> no subscriptions,you are now unsubscribed all services get tons of sexy babes or hunks straight to your phone go to <url> no subscriptions,you are now unsubscribed all services get tons of sexy babes or hunks straight to your phone go to <url> no subscriptions,you are now unsubscribed all services get tons of sexy babes or hunks straight to your phone go to <url> no subscriptions,you are now unsubscribed all services get tons of sexy babes or hunks straight to your phone go to url no subscriptions,you are now unsubscribed all services get tons of sexy babes or hunks straight to your phone go to url no subscriptions,now unsubscribed all services get tons sexy babes hunks straight your phone go url no subscriptions
ham,dear all as we know lt gt th is the lt gt th birthday of our loving gopalettan we are planning to give a small gift on that day those who like to participate in that you are welcome please contact our admin team for more details,dear all as we know lt gt th is the lt gt th birthday of our loving gopalettan we are planning to give a small gift on that day those who like to participate in that you are welcome please contact our admin team for more details,dear all as we know lt gt th is the lt gt th birthday of our loving gopalettan we are planning to give a small gift on that day those who like to participate in that you are welcome please contact our admin team for more details,dear all as we know lt gt th is the lt gt th birthday of our loving gopalettan we are planning to give a small gift on that day those who like to participate in that you are welcome please contact our admin team for more details,dear all as we know lt gt th is the lt gt th birthday of our loving gopalettan we are planning to give a small gift on that day those who like to participate in that you are welcome please contact our admin team for more details,dear all as we know lt gt th is the lt gt th birthday of our loving gopalettan we are planning to give a small gift on that day those who like to participate in that you are welcome please contact our admin team for more details,dear all as know lt gt th lt gt th birthday our loving gopalettan planning give small gift that day those who like participate that welcome please contact our admin team more details
ham,k k from tomorrow onwards started ah,k k from tomorrow onwards started ah,k k from tomorrow onwards started ah,k k from tomorrow onwards started ah,k k from tomorrow onwards started ah,k k from tomorrow onwards started ah,k k from tomorrow onwards started ah
ham,what u talking bout early morning it s almost noon where your at,what u talking bout early morning it s almost noon where your at,what u talking bout early morning it s almost noon where your at,what u talking bout early morning it s almost noon where your at,what u talking bout early morning it s almost noon where your at,what u talking bout early morning it s almost noon where your at,what u talking bout early morning s almost noon where your
ham,fine do you remember me,fine do you remember me,fine do you remember me,fine do you remember me,fine do you remember me,fine do you remember me,fine do remember me
spam,hi babe its jordan how r u im home from abroad and lonely text me back if u wanna chat xxsp visionsms com text stop to stopcost <NUM>p <PHONE>,hi babe its jordan how r u im home from abroad and lonely text me back if u wanna chat xxsp visionsms com text stop to stopcost <num>p <phone>,hi babe its jordan how r u im home from abroad and lonely text me back if u wanna chat xxsp visionsms com text stop to stopcost <num>p <phone>,hi babe its jordan how r u im home from abroad and lonely text me back if u wanna chat xxsp visionsms com text stop to stopcost <num>p <phone>,hi babe its jordan how r u im home from abroad and lonely text me back if u wanna chat xxsp visionsms com text stop to stopcost nump phone,hi babe its jordan how r u im home from abroad and lonely text me back if u wanna chat xxsp visionsms com text stop to stopcost nump phone,hi babe its jordan how r u im home from abroad lonely text me back if u wanna chat xxsp visionsms com text stop stopcost nump phone
ham,ok how many should i buy,ok how many should i buy,ok how many should i buy,ok how many should i buy,ok how many should i buy,ok how many should i buy,ok how many should buy
ham,sounds good keep me posted,sounds good keep me posted,sounds good keep me posted,sounds good keep me posted,sounds good keep me posted,sounds good keep me posted,sounds good keep me posted
spam,get a brand new mobile phone by being an agent of the mob plus loads more goodies for more info just text mat to <NUM>,get a brand new mobile phone by being an agent of the mob plus loads more goodies for more info just text mat to <num>,get a brand new mobile phone by being an agent of the mob plus loads more goodies for more info just text mat to <num>,get a brand new mobile phone by being an agent of the mob plus loads more goodies for more info just text mat to <num>,get a brand new mobile phone by being an agent of the mob plus loads more goodies for more info just text mat to num,get a brand new mobile phone by being an agent of the mob plus loads more goodies for more info just text mat to num,get brand new mobile phone by being agent mob plus loads more goodies more info just text mat num
ham,ok so april cant wait,ok so april cant wait,ok so april cant wait,ok so april cant wait,ok so april cant wait,ok so april cant wait,ok so april cant wait
ham,boy you best get yo ass out here quick,boy you best get yo ass out here quick,boy you best get yo ass out here quick,boy you best get yo ass out here quick,boy you best get yo ass out here quick,boy you best get yo ass out here quick,boy best get yo ass out here quick
ham,ay wana meet on sat ü wkg on sat,ay wana meet on sat ü wkg on sat,ay wana meet on sat ü wkg on sat,ay wana meet on sat ü wkg on sat,ay wana meet on sat ü wkg on sat,ay wana meet on sat ü wkg on sat,ay wana meet sat ü wkg sat
ham,i m now but have to wait till <NUM> for the bus to pick me,i m now but have to wait till <num> for the bus to pick me,i m now but have to wait till <num> for the bus to pick me,i m now but have to wait till <num> for the bus to pick me,i m now but have to wait till num for the bus to pick me,i m now but have to wait till num for the bus to pick me,m now have wait till num bus pick me
ham,apart from the one i told you about yesterday,apart from the one i told you about yesterday,apart from the one i told you about yesterday,apart from the one i told you about yesterday,apart from the one i told you about yesterday,apart from the one i told you about yesterday,apart from one told about yesterday
ham,ok lor but buy wat,ok lor but buy wat,ok lor but buy wat,ok lor but buy wat,ok lor but buy wat,ok lor but buy wat,ok lor buy wat
ham,somebody should go to andros and steal ice,somebody should go to andros and steal ice,somebody should go to andros and steal ice,somebody should go to andros and steal ice,somebody should go to andros and steal ice,somebody should go to andros and steal ice,somebody should go andros steal ice
ham,don know i did t msg him recently,don know i did t msg him recently,don know i did t msg him recently,don know i did t msg him recently,don know i did t msg him recently,don know i did t msg him recently,don know did t msg him recently
ham,take us out shopping and mark will distract isaiah d,take us out shopping and mark will distract isaiah d,take us out shopping and mark will distract isaiah d,take us out shopping and mark will distract isaiah d,take us out shopping and mark will distract isaiah d,take us out shopping and mark will distract isaiah d,take us out shopping mark will distract isaiah d
ham,mum hope you are having a great day hoping this text meets you well and full of life have a great day abiola,mum hope you are having a great day hoping this text meets you well and full of life have a great day abiola,mum hope you are having a great day hoping this text meets you well and full of life have a great day abiola,mum hope you are having a great day hoping this text meets you well and full of life have a great day abiola,mum hope you are having a great day hoping this text meets you well and full of life have a great day abiola,mum hope you are having a great day hoping this text meets you well and full of life have a great day abiola,mum hope having great day hoping this text meets well full life have great day abiola
